contract_id,category,n_observations,duration_hours,avg_spread,avg_spread_pct,avg_volume,total_volume,avg_volatility,max_volatility,avg_depth_resilience,spread_collapse_slope,liquidity_resilience,burst_intensity,regime_entropy,dominant_regime,regime_pct_1,regime_pct_3,regime_pct_4,regime_pct_5,regime_pct_2,lifecycle_spread_early,lifecycle_spread_mid_early,lifecycle_spread_mid_late,lifecycle_spread_late,lifecycle_volume_early,lifecycle_volume_mid_early,lifecycle_volume_mid_late,lifecycle_volume_late,lifecycle_volatility_short_early,lifecycle_volatility_short_mid_early,lifecycle_volatility_short_mid_late,lifecycle_volatility_short_late
KXNBAGAME-25OCT31LALMEM-LAL,Sports,3414,56.88333333333333,4.042765084944347,0.10227470323024629,1764.2390158172232,6023112,0.008266035687670108,0.47014762603841725,0.10913631022326674,-12.337591572381703,1.0,4.57540204354887,0.5631174727385274,1,66.22729935559461,25.073227885178678,5.389572349150557,2.6654950205038075,0.6444053895723492,9.0,3.0,1.0,1.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0
KXNBAGAME-25NOV05PHICLE-PHI,Sports,3336,55.583333333333336,4.812350119904076,0.17122642556215972,1380.4868105515588,4605304,0.014150864533541849,0.41813211682455276,0.08851473241130486,-13.257504155500808,1.0,3.8315779634059317,0.6118771345810211,1,64.89808153477217,24.040767386091126,4.886091127098322,2.6079136690647484,3.567146282973621,11.0,3.0,2.0,1.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
KXMLBGAME-25OCT08PHILAD-PHI,Sports,8688,144.78333333333333,15.63409300184162,0.3174211036343634,718.236302946593,6240037,0.0039219988514719115,0.4065578140908709,0.022608896058999767,-47.8926766649138,1.0,4.832081398258544,0.3485517889865711,1,84.04696132596685,12.01657458563536,2.440147329650092,1.2430939226519337,0.2532228360957643,31.0,10.0,4.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
KXMLBGAME-25OCT08SEADET-SEA,Sports,1561,26.0,3.237027546444587,0.09785999214897131,4007.568866111467,6255815,0.017768766532006867,0.758287544405155,0.06453900709219858,-8.197847500822274,1.0,4.9035252246923795,0.6968048861309101,3,41.57591287636131,45.355541319666884,6.662395900064061,2.242152466367713,4.163997437540039,8.0,1.0,1.0,1.0,0.0,67.0,145.5,4495.5,0.0,0.0,0.0,0.01400389905610398
KXMLBGAME-25OCT08PHILAD-LAD,Sports,8688,144.78333333333333,13.914594843462247,0.273050620485209,815.6177486187845,7086087,0.005138782800824349,0.689472552576347,0.02733348697856649,-42.21094620810326,1.0,6.5265728484963565,0.39218923993651805,1,81.42265193370166,13.766114180478823,2.85451197053407,1.3121546961325967,0.6445672191528545,31.0,10.0,4.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0
KXNFLGAME-25OCT19ATLSF-ATL,Sports,16326,272.0833333333333,3.149271101310793,0.07413996354244752,976.5674384417493,15943440,0.00223866338075049,1.199253358044098,0.005375091934297621,-8.969666072394336,1.0,7.74939732846895,0.3203224672946341,1,85.94266813671445,9.830944505696435,3.411735881416146,0.7227734901384295,0.09187798603454612,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KXNCAAFGAME-25NOV01GTNCST-GT,Sports,22013,366.8666666666667,18.024712669786034,0.2839898328139246,312.4271566801435,6877459,0.0019255614904677284,1.227010821287064,0.029068763350452213,-61.11727611290222,1.0,6.82070051747384,0.2597724942746757,1,89.78330986235406,6.823240812247308,2.55303684186617,0.6632444464634535,0.1771680370690047,51.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KXMLBGAME-25OCT29TORLAD-TOR,Sports,4956,82.58333333333333,12.048627925746569,0.27811317818619685,1432.112389023406,7097549,0.006155457474240602,0.23737622082548585,0.03511928831378892,-42.80237475705087,1.0,4.628227999500721,0.47355117599488417,1,73.22437449556094,21.10573042776433,3.9951573849878934,1.331719128329298,0.3430185633575464,39.0,10.0,2.0,1.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0
KXNFLGAME-25NOV10PHIGB-GB,Sports,15218,253.61666666666667,1.7074517019319226,0.03129216889950139,1112.7981995005914,16934563,0.0025442291402968196,0.7084631145100636,0.003346922672277749,-3.2147093491665055,1.0,7.489093500592055,0.3348306727411521,1,85.28058877644894,10.086739387567354,3.265869365225391,1.3405178078591142,0.026284662899198317,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
KXMLBGAME-25OCT08TORNYY-NYY,Sports,1246,20.75,1.5674157303370786,0.05210044042921692,5463.4775280898875,6807493,0.026892594520102515,0.7129749878735813,0.04676375404530744,-0.5673726091898272,1.0,4.179522912195167,0.7001334095629084,1,47.67255216693419,38.84430176565008,7.223113964686998,2.8089887640449436,3.451043338683788,2.0,1.0,1.0,1.0,0.0,0.0,182.0,12994.0,0.0,0.0,0.0,0.0372841563133841
KXNBAGAME-25NOV10ATLLAC-ATL,Sports,3541,59.0,4.271109855972889,0.11365039562548407,1862.1214346229879,6593772,0.0070514582931401545,0.24421906840057472,0.08060039648824695,-13.097738502794714,1.0,4.446606915318787,0.4308575475660609,1,79.18667043208133,14.374470488562551,3.7842417396215757,2.343970629765603,0.31064670996893534,4.0,2.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
KXNFLGAME-25OCT06KCJAC-KC,Sports,14403,240.03333333333333,2.4947580365201696,0.04094607274988401,2078.3652711240716,29934695,0.0028347781427130584,0.5749889084999459,0.013312026679635935,-5.975066982770614,1.0,8.005519052860661,0.49975597471329464,1,70.47837256127197,22.655002430049294,5.4224814274803865,1.3955425952926475,0.048600985905714086,4.0,1.0,1.0,1.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0
KXNBAGAME-25NOV03MIALAC-MIA,Sports,3471,57.833333333333336,8.770671276289255,0.20670927825647817,1678.6799193316047,5826698,0.008168147854040572,0.26918549986737517,0.1095926032938457,-35.133650510417596,1.0,3.988181928975057,0.43727056824538935,1,78.42120426390089,15.12532411408816,4.350331316623452,1.728608470181504,0.37453183520599254,10.0,3.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
KXNBAGAME-25NOV03LALPOR-LAL,Sports,3441,57.333333333333336,11.805870386515547,0.2295592812019742,2001.326649229875,6886565,0.011346416387872938,0.821082100896899,0.09108131740017487,-45.37806176028529,1.0,4.543853037227301,0.5328778424817864,1,67.01540249927346,26.126126126126124,4.504504504504505,1.947108398721302,0.4068584713746004,33.0,5.0,1.0,1.0,0.0,0.0,0.0,596.0,0.0,0.0,0.0,0.0
