category,lifecycle_bin,lifecycle_ratio,spread_median,spread_mean,spread_std,spread_p25,spread_p75,spread_n,volume_median,volume_mean,volume_std,volume_p25,volume_p75,volume_n,volatility_short_median,volatility_short_mean,volatility_short_std,volatility_short_p25,volatility_short_p75,volatility_short_n,depth_resilience_median,depth_resilience_mean,depth_resilience_std,depth_resilience_p25,depth_resilience_p75,depth_resilience_n
Weather,17,0.35,3.5,6.120689655172414,10.35129108423595,1.0,7.0,29,0.0,0.0,0.0,0.0,0.0,29,,,,,,29,0.1,0.10172413793103449,0.10544058518221142,0.0,0.2,29
Weather,18,0.37,4.0,6.793103448275862,10.506580238100467,2.5,5.0,29,0.0,0.3103448275862069,1.6421904689366424,0.0,0.0,29,,,,,,29,0.05,0.0896551724137931,0.10857963099195717,0.0,0.1,29
Weather,19,0.39,4.0,6.517241379310345,10.430792245691144,2.0,5.0,29,0.0,0.4482758620689655,2.37205289957515,0.0,0.0,29,0.0,0.014492005496562266,0.04260635471380799,0.0,0.0,29,0.0,0.08275862068965517,0.13408429031188676,0.0,0.1,29
Weather,20,0.41,3.5,6.672413793103448,11.124898962787192,2.0,5.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.008144122790350787,0.03566089700155849,0.0,0.0,29,0.0,0.06724137931034482,0.09673627682141751,0.0,0.1,29
Weather,21,0.43,3.0,6.310344827586207,11.148228398845177,1.0,5.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.004735958715022356,0.013560456785788065,0.0,0.0,29,0.0,0.08620689655172416,0.10076992549105142,0.0,0.2,29
Weather,22,0.45,3.0,6.120689655172414,11.027907523730963,1.0,5.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0003504808742162672,0.0018545704649215059,0.0,0.0,29,0.0,0.07413793103448275,0.09342218747685564,0.0,0.2,29
Weather,23,0.47,2.0,5.517241379310345,10.826597802459402,1.0,3.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0014019234968649082,0.007418281859685171,0.0,0.0,29,0.0,0.08275862068965519,0.12613338729773713,0.0,0.1,29
Weather,24,0.49,2.0,5.4655172413793105,10.864312849783856,1.0,5.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.07241379310344828,0.10470501000475156,0.0,0.1,29
Weather,25,0.51,1.0,4.620689655172414,10.671954198783254,1.0,3.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.008683369056871228,0.040941181151399546,0.0,0.0,29,0.0,0.07241379310344827,0.11415824384308172,0.0,0.1,29
Weather,26,0.53,2.0,5.310344827586207,10.967360504370141,1.0,3.0,29,0.0,4.206896551724138,22.260804134474487,0.0,0.0,29,0.0,0.009429935190542854,0.04530904588325224,0.0,0.0,29,0.0,0.07586206896551725,0.11342678760964502,0.0,0.1,29
Weather,27,0.55,1.0,4.413793103448276,10.399825069415119,1.0,3.0,29,0.0,1.1379310344827587,6.02136505276769,0.0,0.0,29,0.0,0.007878320879146859,0.02351779398655592,0.0,0.0,29,0.0,0.08448275862068967,0.11825122896194652,0.0,0.15000000000000002,29
Weather,28,0.57,1.0,3.7241379310344827,10.352066432807069,1.0,2.0,29,0.0,0.05172413793103448,0.2736984114894404,0.0,0.0,29,0.0,0.01301254849839801,0.03521092094408964,0.0,0.007845852552630836,29,0.1,0.11034482758620691,0.14466328940277953,0.0,0.2,29
Weather,29,0.59,1.0,4.172413793103448,10.325959805158105,1.0,3.0,29,0.0,0.3448275862068966,1.824656076596269,0.0,0.0,29,0.0,0.023025364253075338,0.060443741245236986,0.0,0.017245128588590758,29,0.0,0.10172413793103449,0.13162299782063663,0.0,0.2,29
Weather,30,0.61,1.0,4.310344827586207,10.369396112752318,1.0,4.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.025313731029928562,0.07615042438213677,0.0,0.019444069369569543,29,0.0,0.09655172413793105,0.13514426167079605,0.0,0.1,29
Weather,31,0.63,1.0,4.258620689655173,10.332924186087595,1.0,4.0,29,0.0,0.6551724137931034,3.4668465455329125,0.0,0.0,29,0.0,0.016428771846825452,0.02250346143094123,0.0,0.02521892354432039,29,0.0,0.10517241379310346,0.1354079580418749,0.0,0.2,29
Weather,32,0.65,2.0,4.655172413793103,10.335829419928508,1.0,4.0,29,0.0,0.4827586206896552,2.368917833179682,0.0,0.0,29,0.0,0.02554601614829492,0.049152703045128324,0.0,0.025892304346674676,29,0.0,0.10344827586206898,0.12725960060169608,0.0,0.2,29
Weather,33,0.67,2.0,4.517241379310345,10.040849976574734,1.0,4.0,29,0.0,2.913793103448276,11.492177973642917,0.0,0.0,29,0.0,0.043014314025945334,0.06820144872533143,0.0,0.058616428151830956,29,0.0,0.12068965517241383,0.1583956424531842,0.0,0.2,29
Weather,34,0.69,2.5,4.948275862068965,10.254809491989775,1.0,5.0,29,0.0,7.689655172413793,19.071288129425778,0.0,6.5,29,0.0,0.05832946523754598,0.09617212193320397,0.0,0.0786132017619567,29,0.0,0.11724137931034481,0.14158941494929525,0.0,0.3,29
Weather,35,0.71,2.0,5.068965517241379,10.388757300090818,1.0,5.0,29,0.0,5.655172413793103,18.70879539067851,0.0,0.0,29,0.0,0.04391433410941468,0.06534233845099112,0.0,0.08196400126258238,29,0.0,0.13793103448275862,0.178912024428591,0.0,0.3,29
Weather,36,0.73,3.0,5.396551724137931,10.37352341826988,1.0,5.5,29,0.0,3.2586206896551726,10.32875187710898,0.0,0.0,29,0.0,0.023776077623943456,0.036716801257979104,0.0,0.041631933479078315,29,0.0,0.14310344827586205,0.17797914345605434,0.0,0.3,29
Weather,37,0.75,1.0,2.7413793103448274,2.854580981556066,1.0,4.0,29,0.0,4.844827586206897,16.002749466498404,0.0,0.0,29,0.0,0.02336975803776332,0.044097245743625266,0.0,0.02790699762298244,29,0.0,0.09827586206896552,0.14171532819334148,0.0,0.1,29
Weather,38,0.77,1.0,2.310344827586207,2.422643871758662,1.0,2.0,29,0.0,7.431034482758621,23.462267630775195,0.0,0.0,29,0.0,0.02552365108385915,0.054800887052861846,0.0,0.004610449438146452,29,0.0,0.08275862068965519,0.14637920880545605,0.0,0.1,29
Weather,39,0.79,1.0,3.0517241379310347,6.11716751500715,1.0,3.0,29,0.0,6.931034482758621,16.985147740229745,0.0,0.0,29,0.0,0.028572214706455754,0.07054025463745854,0.0,0.0,29,0.0,0.06551724137931035,0.13461531928236645,0.0,0.0,29
Weather,40,0.81,1.0,1.4137931034482758,1.1895302283214026,1.0,1.0,29,0.0,0.7931034482758621,2.9405524972865993,0.0,0.0,29,0.0,0.007204512883608781,0.0337518123141366,0.0,0.0,29,0.0,0.03103448275862069,0.1020596454272327,0.0,0.0,29
Weather,41,0.83,1.0,1.1379310344827587,0.433441554826777,1.0,1.0,29,0.0,2.8793103448275863,10.884705476836718,0.0,0.0,29,0.0,0.0002475513628572529,0.0013099186856708061,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29
Weather,42,0.85,1.0,1.1379310344827587,0.433441554826777,1.0,1.0,29,0.0,12.89655172413793,68.24213726470049,0.0,0.0,29,0.0,0.000623077109717556,0.003297014159859118,0.0,0.0,29,0.0,0.003448275862068966,0.018246560765962695,0.0,0.0,29
Weather,43,0.87,1.0,1.0344827586206897,0.18246560765962697,1.0,1.0,29,0.0,3.206896551724138,16.9693015123453,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29
Weather,44,0.89,1.0,1.0344827586206897,0.18246560765962697,1.0,1.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29
Weather,45,0.91,1.0,1.1379310344827587,0.506790981265485,1.0,1.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29
Weather,46,0.93,1.0,1.0344827586206897,0.18246560765962697,1.0,1.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29
Weather,47,0.95,1.0,1.0689655172413792,0.2533954906327425,1.0,1.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29
Weather,48,0.97,1.0,1.0689655172413792,0.2533954906327425,1.0,1.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29
Weather,49,0.99,1.0,1.0,0.0,1.0,1.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,29
Sports,0,0.01,34.5,35.0625,27.45432286089023,5.0,59.0,120,0.0,0.14166666666666666,1.5454008829067263,0.0,0.0,120,,,,,,120,0.0,0.03625,0.07931017694260092,0.0,0.0,120
Sports,1,0.03,18.5,26.375,24.335866021163085,4.0,45.5,120,0.0,0.4583333333333333,4.999826385874702,0.0,0.0,120,,,,,,120,0.0,0.024166666666666666,0.05122797629767894,0.0,0.0,120
Sports,2,0.05,13.0,21.933333333333334,22.174115289879975,4.0,33.25,120,0.0,0.7375,7.999469383444547,0.0,0.0,120,,,,,,120,0.0,0.025416666666666667,0.05361740751741815,0.0,0.0,120
Sports,3,0.07,12.0,19.066666666666666,18.034103495568857,4.0,32.0,120,0.0,0.525,5.727073860183751,0.0,0.0,120,,,,,,120,0.0,0.02125,0.049859176687947836,0.0,0.0,120
Sports,4,0.09,9.0,17.858333333333334,19.29865963969749,3.0,30.25,120,0.0,0.6833333333333333,5.375846186622365,0.0,0.0,120,,,,,,120,0.0,0.025,0.06614378277661474,0.0,0.0,120
Sports,5,0.11,8.0,16.008333333333333,18.407197792047423,2.0,25.25,120,0.0,2.404166666666667,16.030608201361403,0.0,0.0,120,,,,,,120,0.0,0.0275,0.06917670609870541,0.0,0.0,120
Sports,6,0.13,6.0,13.825,15.585068976427404,2.0,23.25,120,0.0,3.158333333333333,21.583943041581218,0.0,0.0,120,,,,,,120,0.0,0.03666666666666667,0.09826268648655782,0.0,0.0,120
Sports,7,0.15,6.0,13.033333333333333,15.632729199414355,2.0,19.0,120,0.0,1.1333333333333333,7.395869718220359,0.0,0.0,120,,,,,,120,0.0,0.04875,0.1146484663365949,0.0,0.0125,120
Sports,8,0.17,5.5,13.2625,15.953573593921416,1.75,20.25,120,0.0,1.425,9.533854152440137,0.0,0.0,120,,,,,,120,0.0,0.05333333333333334,0.12710450643291746,0.0,0.0,120
Sports,9,0.19,5.5,12.958333333333334,14.941215832573851,2.0,19.25,120,0.0,6.154166666666667,59.879837864166674,0.0,0.0,120,,,,,,120,0.0,0.04708333333333334,0.10864618288534374,0.0,0.0125,120
Sports,10,0.21,4.0,11.616666666666667,15.832026261838868,1.75,14.25,120,0.0,2.879166666666667,24.610718856605732,0.0,0.0,120,,,,,,120,0.0,0.03583333333333334,0.08640585756893004,0.0,0.0,120
Sports,11,0.23,3.0,10.095833333333333,14.293106705875934,1.0,11.25,120,0.0,19.233333333333334,196.53006484731264,0.0,0.0,120,0.0,0.0006234757932470301,0.003777198138146046,0.0,0.0,120,0.0,0.03666666666666667,0.09994442900376634,0.0,0.0,120
Sports,12,0.25,4.0,10.916666666666666,16.08445591937204,1.0,12.0,120,0.0,25.279166666666665,242.31654397221598,0.0,0.0,120,0.0,0.00019455788597580304,0.0012534169634806729,0.0,0.0,120,0.0,0.03958333333333333,0.10426245595717676,0.0,0.0,120
Sports,13,0.27,4.0,8.9875,12.096911193220633,1.0,11.0,120,0.0,29.0,243.8566518811137,0.0,0.0,120,0.0,0.0006068544920174152,0.005197791160778426,0.0,0.0,120,0.0,0.05291666666666666,0.12670435294635918,0.0,0.0,120
Sports,14,0.29,3.0,8.133333333333333,11.006197748945313,1.0,10.0,120,0.0,21.191666666666666,186.31294443459612,0.0,0.0,120,0.0,0.0012125505500360178,0.00601871065762511,0.0,0.0,120,0.0,0.05166666666666667,0.12040441114104675,0.0,0.0,120
Sports,15,0.31,2.5,7.241666666666666,10.983317526544011,1.0,8.25,120,0.0,22.404166666666665,172.80988223856167,0.0,0.0,120,0.0,0.0014843322488331367,0.007345023753373172,0.0,0.0,120,0.0,0.05375,0.12831642204592,0.0,0.0,120
Sports,16,0.33,2.0,5.895833333333333,9.581643872820338,1.0,6.0,120,0.0,20.9875,165.10061909963673,0.0,0.0,120,0.0,0.0007296988646726242,0.004351386839364636,0.0,0.0,120,0.0,0.06291666666666668,0.12306770381469796,0.0,0.1,120
Sports,17,0.35,2.0,5.654166666666667,7.7453738432836285,1.0,8.0,120,0.0,13.7875,112.74871881201135,0.0,0.0,120,0.0,0.0001993326300432808,0.0012955219995218546,0.0,0.0,120,0.0,0.05541666666666667,0.127278538602896,0.0,0.0,120
Sports,18,0.37,2.0,5.270833333333333,7.829670021072976,1.0,6.0,120,0.0,15.670833333333333,148.79628825782436,0.0,0.0,120,0.0,0.00045946316762415107,0.002001982857909057,0.0,0.0,120,0.0,0.059166666666666666,0.1307005695813484,0.0,0.0,120
Sports,19,0.39,2.0,4.45,7.4516217474229505,1.0,4.625,120,0.0,13.958333333333334,114.4554604663122,0.0,0.0,120,0.0,0.0007147541079623496,0.00438124836688488,0.0,0.0,120,0.0,0.060000000000000005,0.1312757911167681,0.0,0.0,120
Sports,20,0.41,2.0,3.7625,4.340200888207826,1.0,5.0,120,0.0,19.516666666666666,186.3609840843541,0.0,0.0,120,0.0,0.00019902686705452078,0.0012943134776930549,0.0,0.0,120,0.0,0.06125000000000001,0.14030658395100354,0.0,0.0,120
Sports,21,0.43,1.0,3.55,4.686594356957584,1.0,4.25,120,0.0,21.558333333333334,154.46539773432178,0.0,0.0,120,0.0,0.0006803033523431572,0.004472008475532822,0.0,0.0,120,0.0,0.06291666666666668,0.1359374600893939,0.0,0.0,120
Sports,22,0.45,1.0,3.1625,3.2068692546885456,1.0,5.0,120,0.0,25.2375,183.18104617313261,0.0,0.0,120,0.0,0.0004428538420649183,0.0020059114845133517,0.0,0.0,120,0.0,0.0625,0.13848134651762067,0.0,0.0,120
Sports,23,0.47,2.0,3.216666666666667,3.019887783051255,1.0,5.0,120,0.0,31.104166666666668,201.14968406464266,0.0,0.0,120,0.0,0.0008109300066492154,0.004502808928028548,0.0,0.0,120,0.0,0.06875,0.14245796163547103,0.0,0.0,120
Sports,24,0.49,1.5,3.575,4.07157320127409,1.0,5.0,120,0.0,34.108333333333334,197.1977136375797,0.0,0.0,120,0.0,0.000326301953228466,0.0020316392122827105,0.0,0.0,120,0.0,0.07208333333333333,0.14603022423076972,0.0,0.0,120
Sports,25,0.51,1.0,3.0875,3.5110910578717074,1.0,4.0,120,0.0,45.0125,283.0028744148782,0.0,0.0,120,0.0,0.0011190146694599736,0.00510167114797728,0.0,0.0,120,0.0,0.06291666666666668,0.12574707308279143,0.0,0.0,120
Sports,26,0.53,1.0,2.754166666666667,3.09300004939469,1.0,4.0,120,0.0,44.6625,257.44166137285686,0.0,0.0,120,0.0,0.0016565897777477666,0.0081662542560902,0.0,0.0,120,0.0,0.05583333333333333,0.12635652821371052,0.0,0.0,120
Sports,27,0.55,1.0,2.8666666666666667,3.785792152538517,1.0,3.0,120,0.0,51.3,275.25931258845117,0.0,0.0,120,0.0,0.001344954471067326,0.00545125632887014,0.0,0.0,120,0.0,0.0375,0.09579709459755725,0.0,0.0,120
Sports,28,0.57,1.0,2.1875,2.9623066040953066,1.0,2.0,120,0.0,48.99166666666667,275.37329197029175,0.0,0.0,120,0.0,0.0013474238226949173,0.005733811399976854,0.0,0.0,120,0.0,0.01875,0.0605745064638032,0.0,0.0,120
Sports,29,0.59,1.0,1.4958333333333333,1.3593746008939387,1.0,1.0,120,0.0,56.59166666666667,287.10965517937956,0.0,3.875,120,0.0,0.00038544307381575105,0.002489219546031009,0.0,0.0,120,0.0,0.008333333333333333,0.035551215012835896,0.0,0.0,120
Sports,30,0.61,1.0,1.5166666666666666,1.0644508234557175,1.0,2.0,120,0.0,53.69166666666667,334.8175011811991,0.0,0.0,120,0.0,0.00019094946674552102,0.001479760312827222,0.0,0.0,120,0.0,0.0029166666666666664,0.016196493104647346,0.0,0.0,120
Sports,31,0.63,1.0,1.4666666666666666,1.1175369742826806,1.0,2.0,120,0.0,79.88333333333334,614.4644271414109,0.0,1.125,120,0.0,0.0006518300757002726,0.003004020870353162,0.0,0.0,120,0.0,0.0020833333333333333,0.013533651474093099,0.0,0.0,120
Sports,32,0.65,1.0,1.5125,1.4251644641935193,1.0,1.25,120,0.0,64.42916666666666,445.3027822721362,0.0,0.0,120,0.0,0.0003429924897488374,0.0015622454999902765,0.0,0.0,120,0.0,0.004166666666666667,0.019982631347136327,0.0,0.0,120
Sports,33,0.67,1.0,1.6916666666666667,2.860057788848952,1.0,1.0,120,0.0,112.14583333333333,952.1153803413947,0.0,0.0,120,0.0,0.00024160978637094422,0.0013239952731199816,0.0,0.0,120,0.0,0.005833333333333334,0.023437268517375386,0.0,0.0,120
Sports,34,0.69,1.0,1.475,1.443159150382706,1.0,1.0,120,0.0,182.28333333333333,1746.4757879958015,0.0,0.0,120,0.0,0.0017145648998012242,0.006061298352480246,0.0,0.0,120,0.0,0.005833333333333333,0.026757657263337203,0.0,0.0,120
Sports,35,0.71,1.0,1.3375,1.2334952033415723,1.0,1.0,120,0.0,165.30833333333334,1459.9699671330761,0.0,1.0,120,0.0,0.000648019248853341,0.003867815980071888,0.0,0.0,120,0.0,0.0033333333333333335,0.02211083193570267,0.0,0.0,120
Sports,36,0.73,1.0,1.2583333333333333,0.908256877516243,1.0,1.0,120,0.0,151.4,1285.239693273853,0.0,5.0,120,0.0,0.00032135468599914636,0.0023492695142739023,0.0,0.0,120,0.0,0.004166666666666667,0.029988423692410972,0.0,0.0,120
Sports,37,0.75,1.0,1.2666666666666666,0.8137703743822468,1.0,1.0,120,0.0,131.75,769.2060760940465,0.0,10.875,120,0.0,0.0006718095398060259,0.0038379915663905545,0.0,0.0,120,0.0,0.0033333333333333335,0.02211083193570267,0.0,0.0,120
Sports,38,0.77,1.0,1.225,0.7687923430073081,1.0,1.0,120,0.0,188.24583333333334,867.9413598563591,0.0,23.25,120,0.0,0.0008924631039582483,0.0035539466293763333,0.0,0.0,120,0.0,0.011666666666666667,0.057999042137684385,0.0,0.0,120
Sports,39,0.79,1.0,1.2916666666666667,1.2342057725067117,1.0,1.0,120,0.25,281.3208333333333,1515.5755463352218,0.0,64.0,120,0.0,0.001449380928888937,0.008065879196059608,0.0,0.0,120,0.0,0.015000000000000001,0.07376765325443575,0.0,0.0,120
Sports,40,0.81,1.0,1.175,0.6008674285286787,1.0,1.0,120,4.25,231.68333333333334,1030.1219303504265,0.0,95.5,120,0.0,0.0011759784140848407,0.004362591083406673,0.0,0.0,120,0.0,0.014166666666666668,0.06095877477625534,0.0,0.0,120
Sports,41,0.83,1.0,1.15,0.5423713365090993,1.0,1.0,120,11.0,486.5125,2506.2198613836235,0.0,100.25,120,0.0,0.002099488718733356,0.0070662000012885464,0.0,0.0,120,0.0,0.014166666666666668,0.055220517523431045,0.0,0.0,120
Sports,42,0.85,1.0,1.1416666666666666,0.4707411414166201,1.0,1.0,120,16.0,689.0208333333334,3932.6428578606824,0.0,146.5,120,0.0,0.0029057715113432114,0.010628666934053557,0.0,0.0,120,0.0,0.021666666666666667,0.0797739862918288,0.0,0.0,120
Sports,43,0.87,1.0,1.1083333333333334,0.3108009366495253,1.0,1.0,120,31.75,637.4166666666666,2703.9691137392,0.0,253.5,120,0.0,0.003122103714891535,0.009716437758840318,0.0,0.0,120,0.0,0.012916666666666667,0.05342277656164601,0.0,0.0,120
Sports,44,0.89,1.0,1.1125,0.31266662224591013,1.0,1.0,120,91.25,1231.1375,3983.29716543683,4.375,464.25,120,0.0,0.004997863367048157,0.015126913061984614,0.0,0.0,120,0.0,0.02625,0.07526688625595368,0.0,0.0,120
Sports,45,0.91,1.0,1.0916666666666666,0.3872086718496314,1.0,1.0,120,177.5,1667.2,4651.308130246801,11.5,765.5,120,0.0,0.006840841821178773,0.019592029047169418,0.0,0.0,120,0.0,0.028333333333333335,0.07872243785746365,0.0,0.0,120
Sports,46,0.93,1.0,1.1833333333333333,0.8163264597505638,1.0,1.0,120,438.75,2393.329166666667,5037.881928241203,24.75,1695.0,120,0.0,0.012043620446429924,0.02925595122355079,0.0,0.006494033362819929,120,0.0,0.035416666666666666,0.09046081871297773,0.0,0.0,120
Sports,47,0.95,1.0,1.1458333333333333,0.471680653502864,1.0,1.0,120,1492.0,4885.354166666667,7677.779529915054,197.625,6007.625,120,0.0,0.01885911538725756,0.04130139790525882,0.0,0.014255124822646903,120,0.0,0.05666666666666667,0.10306416555826871,0.0,0.1,120
Sports,48,0.97,1.0,1.1083333333333334,0.3108009366495253,1.0,1.0,120,5911.75,9779.725,10005.440680959951,1554.25,16172.375,120,0.019186266985638186,0.03761065035450406,0.05193907345900067,0.0,0.05251451632961894,120,0.1,0.12000000000000001,0.1210027547895777,0.0,0.2,120
Sports,49,0.99,1.0,1.1125,0.3126666222459102,1.0,1.0,120,25040.25,27028.85,19921.621630111673,11827.75,37419.125,120,0.04824737896641604,0.07283698137255964,0.07877859876366268,0.021273949617160566,0.09425266766885966,120,0.2,0.18083333333333335,0.10024622464489899,0.1,0.2,120
Economics,0,0.01,4.0,21.306122448979593,34.63583379859335,2.0,10.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,1,0.03,5.0,19.510204081632654,31.975834273860176,1.0,14.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,2,0.05,3.0,15.653061224489797,28.020073723051322,1.0,12.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,3,0.07,3.0,16.6734693877551,29.483573949935373,1.0,14.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,4,0.09,3.0,12.306122448979592,25.606284370253963,1.0,8.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,5,0.11,2.0,12.387755102040817,26.46122795254127,1.0,7.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,6,0.13,2.0,16.53061224489796,31.48378399632416,1.0,9.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,7,0.15,2.0,16.653061224489797,31.487315891601117,1.0,9.0,49,0.0,0.40816326530612246,2.827838053173677,0.0,0.0,49,,,,,,49,0.0,0.0020408163265306124,0.014139190265868384,0.0,0.0,49
Economics,8,0.17,2.0,18.816326530612244,34.93122891987285,1.0,9.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,9,0.19,2.0,12.89795918367347,25.84273070960084,1.0,8.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0020408163265306124,0.014139190265868384,0.0,0.0,49
Economics,10,0.21,2.0,13.448979591836734,28.15123966856761,1.0,8.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,11,0.23,2.0,9.061224489795919,23.386205739896926,1.0,5.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0020408163265306124,0.014139190265868384,0.0,0.0,49
Economics,12,0.25,2.0,9.285714285714286,23.392829880027733,1.0,5.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.006122448979591837,0.03135161529742289,0.0,0.0,49
Economics,13,0.27,2.0,9.36734693877551,23.41523477336664,1.0,7.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,14,0.29,3.0,9.510204081632653,23.355393074676275,1.0,6.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0020408163265306124,0.014139190265868386,0.0,0.0,49
Economics,15,0.31,2.0,7.612244897959184,17.492641399276966,1.0,5.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0020408163265306124,0.014139190265868386,0.0,0.0,49
Economics,16,0.33,2.0,7.73469387755102,16.301715835825483,1.0,6.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.004081632653061225,0.01978644839761767,0.0,0.0,49
Economics,17,0.35,2.0,8.306122448979592,15.87605575037729,1.0,6.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,18,0.37,2.0,7.73469387755102,19.713018085751003,1.0,5.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0020408163265306124,0.014139190265868386,0.0,0.0,49
Economics,19,0.39,2.0,3.3469387755102042,2.4706524000688255,1.0,5.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.0,0.0,0.0,0.0,49
Economics,20,0.41,2.0,3.5306122448979593,3.3992918879440026,1.0,5.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.01326530612244898,0.03610572655704925,0.0,0.0,49
Economics,21,0.43,2.0,8.040816326530612,14.58956739881726,1.0,6.0,49,0.0,1.2244897959183674,7.1806579941874205,0.0,0.0,49,,,,,,49,0.0,0.00816326530612245,0.02738042421428314,0.0,0.0,49
Economics,22,0.45,2.0,6.163265306122449,13.182156986137121,1.0,5.0,49,0.0,0.42857142857142855,2.080031396937291,0.0,0.0,49,,,,,,49,0.0,0.004081632653061225,0.01978644839761767,0.0,0.0,49
Economics,23,0.47,2.0,3.2346938775510203,3.138149137362637,1.0,4.0,49,0.0,0.04081632653061224,0.19786448397617667,0.0,0.0,49,,,,,,49,0.0,0.004081632653061225,0.01978644839761767,0.0,0.0,49
Economics,24,0.49,1.0,2.2448979591836733,1.9538618195757436,1.0,3.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.004081632653061225,0.019786448397617673,0.0,0.0,49
Economics,25,0.51,1.0,2.489795918367347,2.2778655331081583,1.0,3.0,49,0.0,0.0,0.0,0.0,0.0,49,,,,,,49,0.0,0.004081632653061225,0.019786448397617673,0.0,0.0,49
Economics,26,0.53,1.0,2.306122448979592,2.168457381083999,1.0,3.0,49,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0001170103598900993,0.0008106715533662857,0.0,0.0,49,0.0,0.0020408163265306124,0.014139190265868387,0.0,0.0,49
Economics,27,0.55,1.0,2.3877551020408165,2.7465475659201175,1.0,3.0,49,0.0,0.0,0.0,0.0,0.0,49,0.0,0.00011130253745643714,0.0007711265995435487,0.0,0.0,49,0.0,0.004081632653061225,0.01978644839761767,0.0,0.0,49
Economics,28,0.57,1.0,1.836734693877551,1.6331631856116373,1.0,2.0,49,0.0,0.0,0.0,0.0,0.0,49,0.0,0.000107374212605033,0.0007439103666184789,0.0,0.0,49,0.0,0.0,0.0,0.0,0.0,49
Economics,29,0.59,1.0,1.8979591836734695,1.6567105096001962,1.0,2.0,49,0.0,0.0,0.0,0.0,0.0,49,0.0,0.00010490583990146995,0.0007268089788801294,0.0,0.0,49,0.0,0.004081632653061225,0.01978644839761767,0.0,0.0,49
Economics,30,0.61,1.0,2.020408163265306,2.1898634373446844,1.0,2.0,49,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,0.0,0.0,49,0.0,0.006122448979591837,0.02397416351932802,0.0,0.0,49
