datetime,price_c,yes_bid_c,yes_ask_c,volume,price_o,price_h,price_l,yes_bid_o,yes_bid_h,yes_bid_l,yes_ask_o,yes_ask_h,yes_ask_l,trade_count,contract_id
2025-10-03 03:19:00+00:00,,33,72,0,,,,0,33,0,99,99,72,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:20:00+00:00,,17,73,0,,,,33,33,17,72,73,72,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:22:00+00:00,,33,72,0,,,,17,33,17,73,73,72,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:23:00+00:00,72.0,33,72,5,72.0,72.0,72.0,33,72,33,72,73,72,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:24:00+00:00,73.0,17,73,10,17.0,73.0,17.0,33,33,17,72,73,72,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:28:00+00:00,,33,73,0,,,,17,33,17,73,73,73,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:29:00+00:00,,33,73,0,,,,33,33,33,73,73,73,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:31:00+00:00,,33,73,0,,,,33,33,33,73,73,73,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:34:00+00:00,,17,73,0,,,,33,33,17,73,73,73,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:40:00+00:00,,33,73,0,,,,17,33,17,73,73,73,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:42:00+00:00,,17,73,0,,,,33,33,17,73,73,73,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:44:00+00:00,,33,73,0,,,,17,33,17,73,73,73,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:45:00+00:00,,17,73,0,,,,33,33,17,73,73,73,,KXMLBGAME-25OCT08PHILAD-LAD
2025-10-03 03:53:00+00:00,,33,72,0,,,,17,33,17,73,73,72,,KXMLBGAME-25OCT08PHILAD-LAD
