from_state,1,2,3,4,5
1,0.9617321508360737,0.0033676525119547443,0.01560814597205713,0.010717682464793607,0.008574368215120833
2,0.6186671901069781,0.2861909902836392,0.01731278830110904,0.0531357346157621,0.02469329669251153
3,0.5113453578398782,0.0034886796634281997,0.3942922913047519,0.05910738413365647,0.031766287058285256
4,0.7457320085634298,0.025698131258871226,0.13976740720990596,0.06232796681278868,0.02647448615500435
5,0.7703359151806434,0.018884270671108407,0.10605513670726802,0.03999628709041966,0.06472839035056055
